"CustomerAge","Married","HouseholdSize","AccountAge","PaymentMethod","LastNewPhone","BasePlan","IntlPlan","Deal","CustServCall","NumVmail","NumText","NumApps","DayMin","DayCall","DayCharge","EveMin","EveCall","EveCharge","NightMin","NightCall","NightCharge","IntlMin","IntlCall","IntlCharge","DayData","EveData","NightData","Cancel"
37,"single",2,104,"Automatic",18,"economy","Yes","Yes",0,0,202,4,118.1,72,19.27,237.4,84,22.81,295.3,85,17.81,16.2,14,4.55,156.5,184,161,"No"
58,"married",1,104,"Automatic",25,"deluxe","Yes","Yes",1,0,143,18,243.5,72,39.74,203.4,104,19.32,154.4,83,9.91,6.2,4,1.72,47.6,144,137,"No"
27,"married",5,104,"Automatic",18,"standard","Yes","Yes",4,0,0,18,217.1,67,35.42,159.6,93,15.16,199.6,65,11.26,8.3,5,2.33,35.5,90,120,"Yes"
54,"divorced",2,104,"Automatic",20,"standard","Yes","No",1,0,190,8,283.4,31,46.25,232.8,106,26.78,270.2,57,16.45,13.5,1,3.79,16.1,132,274,"No"
63,"divorced",4,105,"Automatic",29,"economy","No","Yes",1,0,107,20,227.6,54,37.14,296.1,103,33.37,209.3,68,13.02,12,2,3.36,71.8,211,238,"Yes"
63,"married",5,105,"Check",11,"standard","Yes","No",0,0,89,12,95.5,50,15.58,196.8,100,21.78,232.4,78,13.07,9.3,5,2.59,151.6,221,314,"No"
32,"married",2,105,"Check",15,"standard","Yes","No",2,0,127,11,216.3,74,35.29,205.4,72,19.7,135.9,84,7.62,8.7,4,2.45,62.9,77,310,"No"
45,"single",4,105,"Automatic",24,"standard","Yes","Yes",1,0,0,20,252.2,62,41.16,293.4,87,32.83,111.7,86,7.44,8.6,7,2.39,160.5,65,298,"No"
60,"divorced",2,105,"Automatic",31,"standard","Yes","No",3,0,50,10,194,54,31.67,219,100,21.17,110.2,98,6.17,6.2,6,1.72,53.2,50,292,"No"
58,"divorced",1,105,"Automatic",24,"standard","Yes","No",2,0,38,19,195.9,70,31.98,183.1,97,18.8,200.6,68,11.26,8.6,2,2.39,155.7,209,118,"No"
41,"married",4,105,"Automatic",17,"standard","Yes","Yes",2,0,146,16,369.9,77,60.36,242.2,110,23.55,189.7,46,11.86,7.6,4,2.12,34.7,146,142,"Yes"
60,"single",4,105,"Automatic",29,"standard","No","Yes",6,37,120,5,188.1,58,30.71,210.4,57,20.05,140.8,52,9.14,10.7,8,3,125.8,173,130,"Yes"
61,"single",4,105,"Automatic",32,"standard","Yes","Yes",7,0,256,21,176.9,74,28.86,224.9,79,25.89,268.7,74,15.17,6.6,2,1.84,105.7,196,207,"Yes"
32,"single",2,106,"Automatic",25,"deluxe","Yes","No",2,0,0,19,279.7,62,45.65,177,57,16.61,183,80,11.48,14.2,2,4,66.1,131,106,"No"
58,"single",3,106,"Credit",33,"economy","Yes","No",0,18,0,20,227.8,50,37.19,225.8,87,21.64,257.1,69,15.66,10.2,6,2.87,17.7,178,172,"No"
61,"divorced",4,106,"Automatic",20,"standard","Yes","No",1,21,62,16,251.8,56,41.09,151.7,83,18.54,369.6,82,22.01,11.8,6,3.3,80.7,203,122,"No"
40,"married",5,106,"Automatic",6,"standard","Yes","No",0,20,145,2,56.2,81,9.18,138.7,82,12.86,278.1,70,16.9,12.4,6,3.47,33.9,151,282,"No"
33,"single",4,106,"Check",21,"standard","No","No",2,0,22,13,275.9,75,45.01,300.3,110,29.53,103.5,73,5.83,11.7,5,3.26,108.1,186,215,"No"
43,"single",1,106,"Credit",12,"standard","Yes","Yes",0,0,222,16,261.6,76,42.67,163.4,64,15.38,192.1,91,10.79,14.6,6,4.08,37.1,128,156,"No"
39,"married",1,106,"Automatic",30,"economy","Yes","No",0,29,181,9,360.6,78,58.84,173.4,74,19.04,205.5,44,11.53,11,5,3.08,104.9,131,145,"No"
41,"married",4,106,"Credit",28,"standard","Yes","Yes",6,33,131,3,237.5,59,38.76,124.9,108,15.62,227.5,66,12.83,10.7,5,3,25,209,215,"Yes"
70,"married",4,106,"Automatic",3,"standard","Yes","No",1,26,38,18,206.3,58,33.66,167.4,69,15.64,241,42,13.55,8.9,2,2.48,150.8,211,290,"No"
63,"married",2,106,"Check",14,"standard","Yes","No",0,0,67,6,270.9,56,44.21,197.2,62,20.32,224,79,12.59,16.7,7,4.7,52.4,200,90,"No"
30,"married",2,107,"Automatic",4,"standard","Yes","No",0,36,151,11,149.4,58,24.37,216.2,143,20.65,133.9,90,8.7,13.9,4,3.91,48.4,150,150,"No"
34,"married",1,107,"Check",32,"standard","Yes","No",1,23,232,20,200.5,69,32.72,201.5,80,21.93,174.8,74,11,10.3,2,2.88,92.8,97,312,"No"
56,"married",3,107,"Automatic",23,"standard","Yes","Yes",2,23,82,17,241.8,62,39.46,214.9,79,22.06,188.3,81,10.57,11.5,2,3.24,183.9,122,306,"No"
60,"married",4,107,"Automatic",2,"standard","Yes","Yes",0,0,107,3,309.5,58,50.52,289.9,117,31.25,246.2,79,15.08,9.1,4,2.57,142,77,210,"Yes"
60,"single",4,107,"Automatic",33,"deluxe","No","Yes",4,0,0,7,199.4,66,32.54,307.7,87,28.64,253.4,91,14.24,11.4,2,3.2,100,144,158,"Yes"
41,"divorced",2,107,"Automatic",31,"standard","No","No",0,0,85,9,197.6,75,32.24,284.7,75,26.37,187.7,62,10.58,11.4,2,3.18,106.5,63,106,"No"
66,"single",4,107,"Automatic",14,"standard","Yes","Yes",2,29,109,12,123.8,56,20.2,288.2,105,32.31,195,82,10.99,9,6,2.51,112.9,69,250,"Yes"
59,"divorced",3,107,"Automatic",21,"economy","Yes","Yes",1,0,224,3,380.7,67,62.14,258.4,85,29.17,268.7,82,16.32,10.7,2,3,120.2,132,138,"Yes"
35,"married",2,107,"Check",34,"standard","Yes","No",2,0,0,12,135.1,64,22.03,321.1,81,34.2,192.1,92,12.04,7.9,1,2.22,27.4,55,123,"No"
43,"married",1,107,"Automatic",2,"standard","Yes","Yes",1,0,142,11,352.6,80,57.54,283.3,94,26.46,234.5,78,14.42,11.5,1,3.24,62.1,93,102,"Yes"
38,"divorced",4,108,"Automatic",4,"economy","Yes","Yes",1,14,82,6,161.7,62,26.39,203.4,116,22.36,165.7,86,9.35,6.6,2,1.87,54,48,180,"No"
32,"married",3,108,"Credit",10,"economy","Yes","Yes",0,0,116,15,379.6,53,61.96,208.3,99,18.68,243.4,56,14.94,9.3,4,2.59,38.7,214,126,"Yes"
36,"divorced",5,108,"Automatic",24,"standard","No","Yes",0,0,48,14,325.7,69,53.16,162.3,98,14.04,254.7,91,14.33,7.6,2,2.12,106.5,74,99,"Yes"
40,"married",4,108,"Automatic",22,"economy","Yes","No",1,25,100,3,278.2,62,45.4,70.4,78,5.99,272.1,50,16.5,7,2,1.96,139.5,134,233,"No"
52,"divorced",5,108,"Automatic",33,"economy","Yes","Yes",0,0,152,20,298.7,78,48.73,317.1,67,35.19,207.4,54,12.91,12.9,2,3.62,121.8,55,183,"Yes"
32,"married",4,108,"Automatic",15,"deluxe","Yes","No",2,0,125,20,329.8,80,53.82,223.4,103,21.55,151.8,62,8.52,9,5,2.54,51.6,222,126,"No"
33,"single",2,108,"Automatic",29,"standard","Yes","Yes",4,0,115,20,221.4,75,36.13,198.6,105,21.79,239.7,86,13.54,12.6,4,3.53,25,149,195,"No"
59,"single",4,108,"Automatic",11,"standard","Yes","Yes",4,0,59,4,373.2,76,60.9,198.8,92,20.32,300.7,90,16.91,11.5,6,3.24,85.5,95,201,"Yes"
43,"single",5,109,"Automatic",30,"deluxe","No","No",1,21,0,16,337.6,34,55.09,303.6,76,32.66,193.7,70,12.13,11.2,6,3.16,49.2,196,102,"No"
37,"divorced",5,109,"Automatic",26,"economy","Yes","Yes",4,0,234,17,0,0,0,164.4,122,19.84,176.8,68,9.92,7,1,1.99,126.6,68,262,"Yes"
32,"divorced",5,109,"Check",8,"economy","Yes","Yes",1,0,54,6,75.4,59,12.3,178.3,96,18.49,205.4,95,11.59,7.8,2,2.2,142,97,272,"No"
43,"married",5,109,"Automatic",28,"economy","Yes","Yes",2,26,53,20,152.8,67,24.94,226.6,94,20.48,261.1,83,15.94,6.9,2,1.92,8.9,62,221,"No"
35,"married",1,109,"Automatic",15,"economy","Yes","Yes",0,0,41,7,213.5,59,34.85,277.9,86,29.76,153.4,51,8.66,12.9,4,3.62,136.3,140,230,"No"
32,"single",4,109,"Check",23,"standard","Yes","No",1,0,180,15,226.9,82,37.03,209.9,105,21.64,181.3,71,11.44,13,6,3.65,116.2,142,235,"Yes"
35,"married",4,109,"Automatic",23,"deluxe","Yes","No",2,0,157,7,187.1,53,30.54,164.2,108,19.49,167.2,64,9.44,10.5,5,2.95,106.5,171,242,"No"
68,"married",5,109,"Automatic",10,"standard","Yes","No",6,0,151,4,312.3,74,50.96,124.6,94,15.66,123.2,78,6.96,4.9,4,1.37,145.2,130,170,"Yes"
60,"married",1,109,"Automatic",14,"economy","Yes","No",1,0,47,13,233.6,50,38.12,143,143,14.78,151.1,81,8.47,8.9,6,2.48,117,142,169,"No"
68,"divorced",2,109,"Automatic",24,"standard","No","No",1,0,100,8,17.2,43,2.81,267.7,84,30.2,179.2,68,11.26,8,8,2.24,172.6,188,194,"No"
57,"married",2,110,"Automatic",14,"standard","Yes","No",1,25,31,15,276,56,45.04,276.4,106,25.42,182.8,78,10.26,9.4,5,2.65,129.1,83,162,"No"
68,"married",3,110,"Automatic",7,"standard","Yes","Yes",4,0,108,19,155.8,62,25.43,205.8,83,19.74,299.5,71,16.9,12.2,2,3.41,174.2,57,214,"Yes"
40,"divorced",5,110,"Credit",19,"standard","Yes","No",0,0,0,3,220.4,88,35.98,231,86,20.85,158.3,91,8.94,11.7,2,3.26,132.3,77,110,"No"
38,"single",2,110,"Automatic",4,"standard","Yes","No",3,28,139,14,335.6,46,54.78,211.5,53,21.72,247.3,87,15.1,8,4,2.24,78.2,176,304,"No"
37,"divorced",5,110,"Automatic",26,"standard","Yes","No",4,0,83,18,272.6,56,44.47,214,70,20.74,201.9,86,11.34,9,2,2.54,77.4,84,189,"No"
41,"single",1,110,"Automatic",31,"economy","Yes","Yes",3,0,163,21,352.6,28,57.54,222.3,95,25.7,246.1,57,13.88,8.2,1,2.3,62.1,116,254,"Yes"
45,"divorced",4,110,"Automatic",18,"standard","Yes","No",1,0,114,20,171.4,58,27.96,153,63,15.64,179.2,72,11.26,11,6,3.07,41.9,115,200,"No"
42,"married",5,110,"Automatic",24,"deluxe","Yes","No",8,0,179,13,158.8,48,25.92,226,102,24.7,269.3,75,16.34,12,6,3.36,14.5,155,189,"Yes"
40,"married",1,110,"Automatic",28,"standard","Yes","No",1,0,65,12,200.2,66,32.68,240.2,80,21.87,191.1,66,10.79,11.8,6,3.32,14.5,158,186,"No"
51,"married",5,110,"Automatic",4,"standard","Yes","No",3,29,244,16,172.2,78,28.09,239.4,94,24.66,203.1,81,12.6,13.1,8,3.67,173.4,212,159,"No"
45,"married",5,110,"Automatic",32,"standard","Yes","Yes",3,0,0,5,298.7,72,48.73,256.6,82,26.34,239,69,14.63,16.4,6,4.61,112.9,199,214,"No"
48,"divorced",1,110,"Automatic",28,"economy","Yes","No",1,0,244,4,300.9,80,49.1,153.4,94,15.85,293.4,74,16.5,10.1,6,2.83,168.6,147,212,"No"
34,"married",5,110,"Automatic",10,"standard","Yes","No",2,0,74,16,193.5,56,31.57,219.4,92,23.93,242.9,95,13.67,12.9,4,3.62,165.4,99,143,"No"
40,"divorced",5,110,"Automatic",8,"standard","Yes","No",2,0,0,15,324.3,83,52.92,183,62,21.58,67,93,4.98,7.6,1,2.12,66.1,108,106,"No"
36,"single",2,110,"Credit",29,"economy","Yes","No",0,24,98,12,304.8,64,49.75,245.5,63,22.42,203.8,69,12.65,8.3,4,2.33,158.1,50,268,"No"
39,"married",5,110,"Automatic",6,"standard","Yes","No",1,30,0,12,300.7,66,49.08,162,131,19.35,105.1,89,5.89,12.6,4,3.53,183.9,137,272,"No"
39,"single",1,110,"Automatic",29,"standard","Yes","No",0,0,194,4,382.3,49,62.39,182.2,67,17.47,231.1,97,13.04,8.6,4,2.42,87.1,132,167,"Yes"
65,"married",5,111,"Automatic",11,"deluxe","Yes","Yes",2,0,180,8,363.7,75,59.36,201,102,20.72,276.6,84,15.6,7.8,4,2.2,120.2,207,180,"Yes"
51,"divorced",5,111,"Automatic",10,"standard","Yes","Yes",1,0,157,2,263.9,61,43.06,209.8,94,18.66,287.2,57,17.35,19,2,5.3,104.9,121,259,"No"
65,"married",2,111,"Automatic",9,"standard","Yes","Yes",7,0,238,2,97.4,60,15.89,224.2,92,21.64,243.9,96,13.72,9.9,1,2.77,156.5,185,93,"Yes"
57,"married",4,111,"Check",10,"deluxe","Yes","Yes",4,0,182,8,147.2,40,24.01,111.5,62,12.68,256.8,57,14.44,13.3,2,3.73,30.7,63,138,"Yes"
32,"married",5,111,"Automatic",8,"deluxe","Yes","No",1,0,0,17,240.5,67,39.24,272.5,70,27.98,221.1,71,12.48,8.9,5,2.48,22.6,194,223,"No"
33,"married",5,111,"Automatic",28,"economy","Yes","Yes",1,32,202,9,170.1,80,27.76,181.1,99,17.03,295.3,98,17.86,9.1,4,2.57,73.4,220,102,"Yes"
69,"married",4,111,"Credit",24,"deluxe","Yes","No",3,0,91,16,370.8,54,60.53,217.5,79,22.19,226.4,82,13.92,4.7,14,1.32,119.4,203,171,"Yes"
54,"single",3,111,"Automatic",31,"economy","No","No",0,0,0,7,266.3,69,43.46,194.1,91,22.71,235.6,77,13.25,12.1,7,3.38,104.9,80,123,"No"
38,"married",2,111,"Automatic",33,"standard","Yes","No",0,0,0,21,280.3,78,45.74,296,69,33.02,207.7,64,11.72,13,2,3.65,180.7,95,274,"No"
40,"married",2,111,"Automatic",12,"economy","Yes","Yes",1,23,31,22,198.1,92,32.34,172.7,95,19.31,253.6,82,15.46,15.1,2,4.24,83.9,69,120,"No"
53,"married",5,111,"Credit",4,"economy","Yes","No",3,0,0,15,341.9,66,55.79,181.1,86,21.48,218.1,66,13.5,6.3,2,1.79,42.8,223,99,"No"
46,"married",2,111,"Automatic",18,"deluxe","Yes","Yes",0,34,0,17,309,78,50.42,304.2,119,28.61,306.2,47,17.23,10.2,6,2.87,106.5,81,317,"No"
45,"married",4,111,"Automatic",19,"economy","Yes","Yes",1,0,139,10,302.9,79,49.44,194.6,92,17.36,294,74,17.74,11,4,3.08,85.5,168,121,"No"
33,"married",4,112,"Automatic",31,"economy","Yes","No",4,0,52,15,211.5,57,34.52,245,82,22.2,207.5,59,12.85,12.1,2,3.38,10.5,205,229,"No"
50,"divorced",2,112,"Check",7,"standard","Yes","No",1,0,128,19,129,82,21.06,154.4,95,18.82,254.8,89,14.33,11.1,2,3.12,25.8,127,258,"No"
36,"divorced",4,112,"Automatic",22,"standard","Yes","No",0,0,130,16,217.3,60,35.46,215.4,91,19.41,200.4,92,11.32,10.5,10,2.95,173.4,105,180,"No"
63,"married",3,112,"Automatic",12,"economy","Yes","Yes",4,0,49,20,217.8,59,35.54,197.1,109,17.29,231.3,95,14.26,14.1,4,3.95,159.7,166,246,"Yes"
29,"divorced",2,112,"Check",4,"standard","Yes","Yes",6,0,136,15,123.3,75,20.14,272.1,73,29.18,180,70,10.1,14.1,10,3.95,193.6,77,215,"Yes"
55,"divorced",3,112,"Automatic",20,"economy","Yes","Yes",1,0,161,5,328.7,100,53.63,282.3,97,31.96,293.8,71,16.52,14.1,7,3.95,185.5,122,86,"Yes"
70,"married",2,112,"Check",11,"standard","Yes","Yes",2,0,62,9,375.7,54,61.3,220.3,75,21.15,214.5,99,12.11,13.6,6,3.83,120.2,106,108,"Yes"
42,"married",5,112,"Automatic",21,"deluxe","Yes","No",2,0,0,21,256.9,59,41.93,181.4,114,15.75,264.1,99,14.9,10.1,4,2.83,193.6,142,266,"No"
65,"divorced",4,112,"Automatic",18,"standard","Yes","No",2,14,73,18,163.5,72,26.68,238.2,89,24.38,189.6,84,10.69,8.6,5,2.39,165.4,49,186,"No"
61,"single",3,112,"Automatic",4,"deluxe","Yes","No",0,8,67,9,220.1,74,35.93,216.8,110,21.03,146.4,50,8.27,11.2,8,3.16,104.9,174,271,"No"
38,"married",2,112,"Automatic",34,"economy","Yes","No",4,0,43,11,348.2,57,56.81,249,106,28.2,163.4,66,9.16,10.1,6,2.83,81.5,129,271,"No"
56,"married",3,113,"Check",28,"standard","Yes","No",2,25,0,2,166.4,67,27.16,282.8,90,31.67,169,58,9.53,8,4,2.24,122.6,76,290,"No"
50,"married",2,113,"Automatic",15,"standard","Yes","No",3,0,0,4,283.9,80,46.34,186.6,105,22.05,232.3,72,13.1,12.7,4,3.55,100.8,89,111,"No"
33,"married",1,113,"Automatic",18,"economy","Yes","Yes",4,0,37,2,322.9,80,52.69,208,92,21.28,172.7,67,10.88,10.4,1,2.92,62.9,160,206,"No"
35,"single",1,113,"Automatic",32,"economy","Yes","Yes",0,16,44,13,206.1,54,33.64,176.2,76,16.87,180.6,86,10.19,12,6,3.36,140.4,132,280,"Yes"
60,"married",1,113,"Credit",20,"standard","Yes","No",2,0,103,12,97.5,86,15.91,139.1,102,12.97,177.8,126,10.03,12.5,6,3.5,41.9,74,179,"No"
31,"single",1,113,"Automatic",6,"economy","Yes","Yes",9,0,76,19,207.1,80,33.79,174.2,118,20.85,232.8,80,14.34,10.8,7,3.04,28.2,212,103,"Yes"
42,"single",1,113,"Credit",29,"deluxe","Yes","No",1,0,89,12,247.8,86,40.43,101.6,80,13.22,192.2,102,10.8,8.7,2,2.45,144.4,64,134,"No"
36,"divorced",1,113,"Automatic",11,"economy","Yes","No",1,0,0,19,141.8,45,23.14,286.8,120,26.58,148.6,70,8.39,11.7,5,3.26,20.2,183,194,"No"
34,"divorced",3,113,"Check",11,"standard","Yes","Yes",1,0,0,16,221.1,58,36.08,161.2,75,15.24,267.7,79,16.3,8.9,2,2.48,155.7,158,303,"No"
63,"married",3,113,"Check",29,"economy","Yes","No",1,0,179,14,269.1,74,43.92,217.4,79,22.33,211.7,56,11.95,8.6,2,2.42,57.3,106,238,"Yes"
44,"divorced",4,113,"Automatic",3,"standard","Yes","Yes",1,0,158,12,338.9,30,55.32,202.6,78,22.28,211.1,73,13.1,12.2,4,3.41,170.2,85,114,"No"
54,"divorced",4,114,"Automatic",8,"standard","Yes","Yes",7,0,301,3,240.2,97,39.2,154.7,50,18.59,177,83,11.2,16.4,2,4.61,126.6,83,269,"Yes"
32,"married",2,114,"Check",29,"deluxe","Yes","Yes",7,32,203,3,119.9,59,19.56,175.3,101,20.87,175.5,62,11.1,11.4,5,3.18,58.9,122,195,"Yes"
32,"married",4,114,"Automatic",25,"standard","Yes","No",1,0,0,19,218.2,58,35.62,207.9,107,21.17,190.7,58,11.96,11,4,3.07,35.5,161,252,"No"
30,"married",5,114,"Automatic",14,"standard","No","Yes",1,0,77,9,351.9,82,57.42,145,83,15.05,326.1,100,19.55,12.6,2,3.53,165.4,69,258,"Yes"
38,"married",4,114,"Check",24,"standard","Yes","No",3,0,0,11,238.6,53,38.94,254.9,61,24.7,234.2,51,14.36,10.1,2,2.83,62.9,188,127,"No"
37,"married",5,114,"Automatic",13,"economy","Yes","No",4,21,77,15,385.3,87,62.87,228.6,85,24.94,145.1,78,8.14,13.8,2,3.88,146,203,239,"No"
32,"married",5,115,"Credit",12,"standard","Yes","Yes",1,0,0,13,252.5,85,41.2,125.5,90,15.68,227.4,86,12.78,13.2,2,3.71,100.8,171,95,"No"
43,"single",2,115,"Automatic",22,"economy","Yes","Yes",1,0,125,19,310.6,78,50.69,168.5,96,18.79,287.3,66,17.35,10.5,4,2.95,91.1,55,185,"No"
63,"married",3,115,"Automatic",11,"standard","Yes","Yes",1,0,218,13,162.9,59,26.6,183.3,100,17.59,270.1,75,15.19,12.6,4,3.53,179.1,131,297,"No"
39,"married",1,115,"Automatic",11,"standard","Yes","No",2,0,0,2,192.1,50,31.36,210.7,108,21.64,214.4,78,12.1,11.8,5,3.3,121.8,122,79,"No"
22,"single",3,115,"Automatic",32,"economy","Yes","Yes",0,0,270,21,322.1,82,52.55,303.2,86,32.69,193.5,60,10.93,10.2,6,2.87,33.1,162,145,"Yes"
39,"married",5,116,"Automatic",22,"standard","Yes","No",1,0,0,5,139.5,30,22.75,164.6,109,15.59,272.8,41,15.4,12.7,2,3.55,183.1,128,88,"No"
58,"divorced",3,116,"Automatic",29,"standard","Yes","No",1,0,55,4,346,56,56.46,181.3,93,21.49,195,85,12.16,5.6,5,1.57,108.1,144,102,"No"
58,"divorced",1,116,"Automatic",17,"standard","Yes","Yes",0,0,68,21,312,68,50.92,190.3,70,16.67,214.6,82,12.12,12.1,2,3.38,108.1,121,101,"Yes"
32,"married",2,116,"Automatic",18,"standard","Yes","No",1,24,199,6,194.2,62,31.68,173.6,87,17.92,288.8,77,17.51,11.8,2,3.32,104.9,55,313,"No"
43,"married",1,116,"Automatic",14,"deluxe","Yes","No",2,19,0,14,202.2,72,32.99,206,39,18.28,282.4,70,17.08,9,2,2.54,18.6,123,137,"No"
42,"single",1,116,"Automatic",4,"economy","Yes","No",3,22,80,6,377.7,63,61.64,202.9,107,17.88,315.4,83,17.8,11.2,2,3.16,160.5,172,174,"No"
29,"married",5,116,"Automatic",12,"standard","No","No",1,0,301,13,376.6,76,61.46,290.6,94,31.14,268.7,70,15.17,11.4,6,3.18,12.9,140,139,"Yes"
55,"divorced",4,116,"Automatic",21,"standard","Yes","No",1,0,94,11,201.3,52,32.86,232.5,73,22.64,243.2,90,13.67,8.9,2,2.48,45.2,154,273,"No"
40,"married",5,116,"Automatic",32,"standard","Yes","Yes",4,28,0,7,150.7,69,24.59,260.9,110,28.01,338,77,20.28,8.6,4,2.42,98.4,203,130,"Yes"
67,"single",4,117,"Automatic",6,"standard","No","Yes",3,0,48,10,280.5,54,45.78,176.9,58,18,172.6,78,10.94,13.8,2,3.88,187.9,44,248,"Yes"
61,"married",3,117,"Automatic",28,"standard","Yes","Yes",1,0,0,11,263.2,79,42.95,209.5,108,21.43,242.2,58,14.87,8.6,2,2.39,97.6,126,136,"No"
36,"married",5,117,"Automatic",12,"standard","Yes","Yes",2,0,0,15,172.5,74,28.14,272,87,26.54,255.3,79,15.55,11.8,8,3.32,14.5,211,263,"No"
51,"married",1,117,"Automatic",17,"standard","Yes","Yes",1,0,0,21,283.6,54,46.27,265,129,28.77,123.2,69,6.96,9.4,2,2.63,13.7,175,254,"No"
43,"married",5,117,"Automatic",30,"deluxe","Yes","No",0,27,0,10,302.6,67,49.39,231.1,99,22.34,167.7,74,10.61,13.6,7,3.83,85.5,59,311,"No"
54,"married",3,117,"Automatic",2,"standard","Yes","No",1,0,50,13,266.3,69,43.46,192.2,113,16.76,309.2,55,17.45,11.2,5,3.16,90.3,136,198,"No"
78,"divorced",5,117,"Credit",12,"economy","Yes","No",1,0,110,14,319.9,62,52.19,263.5,107,25.68,163,78,9.14,11,8,3.07,133.9,202,301,"No"
43,"single",1,117,"Automatic",22,"standard","Yes","No",2,0,173,21,164,53,26.77,193.3,102,16.97,166.3,56,9.34,11.4,4,3.18,78.2,138,112,"No"
51,"divorced",3,117,"Check",26,"economy","Yes","No",0,26,107,17,246.7,72,40.26,287.2,93,29.41,259.1,81,14.62,10.4,5,2.92,127.4,128,277,"No"
33,"divorced",3,117,"Automatic",14,"standard","Yes","No",2,0,0,5,227.3,75,37.09,219.2,94,19.64,197,70,12.31,8.9,2,2.48,38.7,203,250,"No"
28,"married",1,117,"Automatic",1,"standard","Yes","No",0,38,172,3,140.1,50,22.86,232,90,21.02,254.3,59,14.35,13.4,2,3.76,97.6,77,290,"No"
59,"married",4,117,"Automatic",33,"deluxe","Yes","Yes",2,0,70,11,376.5,62,61.45,300.5,98,29.54,283.3,96,15.98,6,2,1.69,92,155,234,"Yes"
59,"divorced",3,117,"Credit",17,"standard","Yes","Yes",1,18,0,16,257,73,41.94,266.6,84,25.98,352.4,79,19.88,9.3,2,2.59,129.9,211,117,"No"
40,"divorced",3,117,"Automatic",14,"standard","Yes","No",2,0,0,14,163.9,91,26.75,238.3,129,24.38,209.3,46,11.76,8.7,8,2.45,63.7,178,205,"No"
41,"married",3,117,"Automatic",12,"standard","Yes","Yes",0,0,186,16,372.5,62,60.79,236.1,102,24.16,189.2,46,11.83,9.1,5,2.57,119.4,216,187,"Yes"
39,"single",5,117,"Automatic",13,"economy","Yes","No",2,0,197,20,228.4,59,37.27,184.6,97,20.19,257.3,42,14.47,16.9,2,4.72,38.7,208,118,"No"
45,"married",2,117,"Check",15,"standard","No","Yes",0,0,0,14,314.1,64,51.25,150.1,100,14.1,259.1,107,15.77,8,6,2.24,107.3,197,240,"No"
31,"single",1,117,"Check",14,"standard","Yes","Yes",2,0,103,6,203.4,62,33.18,219.3,90,19.56,171.5,61,10.82,9.1,5,2.57,140.4,187,142,"No"
41,"divorced",2,117,"Automatic",3,"standard","No","Yes",0,25,142,18,214.6,57,35.03,112.2,104,14.23,177.5,73,9.97,15.3,2,4.28,93.6,196,96,"Yes"
43,"single",1,118,"Check",19,"standard","Yes","No",1,13,236,4,157.2,85,25.64,207.8,83,24.13,205,56,11.57,7.8,7,2.2,131.5,63,240,"No"
59,"divorced",1,118,"Automatic",23,"standard","No","Yes",3,0,148,19,183.3,68,29.92,191.8,82,22.34,254.8,94,14.33,13.4,2,3.76,9.7,185,230,"Yes"
27,"married",4,118,"Automatic",19,"standard","Yes","Yes",2,0,103,7,289.6,62,47.26,258.4,78,28,201.4,68,12.56,12.9,1,3.62,126.6,114,213,"Yes"
71,"married",1,118,"Credit",26,"standard","Yes","No",2,0,73,16,124.7,58,20.35,216.6,100,23.57,178.2,74,10.06,5.8,5,1.63,159.7,47,318,"No"
59,"married",4,118,"Automatic",32,"standard","Yes","No",3,28,110,18,271.5,80,44.3,128.3,100,15.97,121.8,78,8.06,12.8,4,3.59,67,60,288,"No"
40,"married",4,118,"Automatic",30,"standard","Yes","Yes",1,0,120,4,405.5,46,66.17,202.1,74,21.99,155.9,67,10,13.8,5,3.84,77.4,92,280,"Yes"
46,"married",5,118,"Automatic",19,"standard","No","Yes",2,0,244,20,376.1,66,61.38,191.9,64,16.83,162.9,52,9.13,11.4,8,3.2,173.4,147,322,"No"
36,"married",5,118,"Automatic",32,"standard","No","Yes",1,23,0,15,371.7,71,60.66,222.2,82,21.58,268.3,101,15.08,15,6,4.2,172.6,47,216,"Yes"
38,"married",5,118,"Automatic",4,"standard","Yes","Yes",1,30,0,14,112.2,77,18.31,244.2,78,25.18,159.8,86,8.96,10.3,4,2.88,135.5,53,225,"No"
33,"married",1,118,"Automatic",23,"economy","Yes","Yes",1,0,194,7,119.4,61,19.49,110.8,78,10.14,216,67,13.33,13.8,2,3.84,47.6,201,294,"No"
34,"single",2,118,"Automatic",23,"standard","Yes","No",2,0,209,11,71.8,68,11.71,230.5,103,20.72,119.1,73,7.87,11.8,2,3.32,34.7,123,204,"No"
69,"married",1,119,"Automatic",23,"standard","Yes","No",3,27,43,12,273.5,56,44.63,214.5,84,24.91,168.2,58,10.69,13.1,4,3.67,184.7,196,256,"No"
39,"married",4,119,"Automatic",32,"standard","Yes","Yes",0,0,91,17,329,66,53.7,230.7,117,21.07,265.6,79,14.93,11,6,3.08,79,147,299,"No"
41,"married",2,119,"Automatic",14,"standard","Yes","Yes",1,0,68,11,216,50,35.26,169.1,114,18.77,158.9,106,10.12,12.6,6,3.53,121,53,162,"No"
42,"married",5,119,"Credit",6,"standard","Yes","No",1,0,0,9,358.2,69,58.46,106.5,100,12.33,137.6,114,7.7,10.2,5,2.87,119.4,56,152,"No"
43,"married",5,119,"Automatic",6,"standard","Yes","No",0,37,104,19,236,70,38.51,143.1,70,14.53,193.1,79,12.1,11.2,6,3.16,62.9,190,250,"No"
